Dot Point Measurements

Generated: Tuesday 24 January 2023 14:53:07

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Frame info 1	Frame info 2	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
57.JPG	      0		887	278																			Octocoral/Black	Branching (3D)			11168902				68.8
57.JPG	      0		779	1249																			Octocoral/Black	Whip			11168917				33.5
57.JPG	      0		807	116																			Unknown								84.8
57.JPG	      0		813	25																			Octocoral/Black	Fan (2D)			11168912				94.3
57.JPG	      0		842	1492																			Unknown								59.4
57.JPG	      0		634	471																			Octocoral/Black	Whip			11168917				50.0
57.JPG	      0		611	1311																			Octocoral/Black	Fan (2D)			11168912				43.7
57.JPG	      0		686	1340																			Octocoral/Black	Fan (2D)			11168912				44.1
58.JPG	      0		923	484																			Unconsolidated	Sand	mud (fine sand)		82001015				57.8
58.JPG	      0		633	1356																			Octocoral/Black	Branching (3D)			11168902				40.0
58.JPG	      0		917	241																			Unconsolidated	Sand	mud (fine sand)		82001015				82.9
58.JPG	      0		1056	1346																			Unconsolidated	Sand	mud (fine sand)		82001015				43.2
58.JPG	      0		661	957																			Unconsolidated	Sand	mud (fine sand)		82001015				16.8
58.JPG	      0		709	1228																			Octocoral/Black	Branching (3D)			11168902				24.3
58.JPG	      0		997	1698																			Unconsolidated	Sand	mud (fine sand)		82001015				74.3
58.JPG	      0		956	1904																			Unconsolidated	Sand	mud (fine sand)		82001015				94.5
58.JPG	      0		593	592																			Unknown								50.4
58.JPG	      0		540	1833																			Unknown								90.3
58.JPG	      0		959	1066																			Hydroids				11001000				16.7
58.JPG	      0		581	104																			Unknown								99.4
58.JPG	      0		1069	1728																			Unconsolidated	Sand	mud (fine sand)		82001015				79.7
58.JPG	      0		941	1470																			Unconsolidated	Sand	mud (fine sand)		82001015				49.5
58.JPG	      0		760	73																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
58.JPG	      0		790	450																			Unconsolidated	Sand	mud (fine sand)		82001015				60.1
58.JPG	      0		608	985																			Unknown								21.3
58.JPG	      0		914	988																			Unconsolidated	Sand	mud (fine sand)		82001015				11.7
58.JPG	      0		809	944																			Unconsolidated	Sand	mud (fine sand)		82001015				8.0
58.JPG	      0		729	947																			Unconsolidated	Sand	mud (fine sand)		82001015				11.3
59.JPG	      0		884	45																			Unconsolidated	Sand	mud (fine sand)		82001015				86.1
59.JPG	      0		686	1583																			Unconsolidated	Sand	mud (fine sand)		82001015				73.1
59.JPG	      0		1045	5																			Unconsolidated	Sand	mud (fine sand)		82001015				92.9
59.JPG	      0		648	428																			Sponges	Erect forms			10000912				49.6
59.JPG	      0		658	1700																			Unconsolidated	Sand	mud (fine sand)		82001015				85.5
59.JPG	      0		650	1383																			Unconsolidated	Sand	mud (fine sand)		82001015				54.2
59.JPG	      0		818	1505																			Unconsolidated	Sand	mud (fine sand)		82001015				63.9
59.JPG	      0		736	1297																			Unconsolidated	Sand	mud (fine sand)		82001015				43.4
59.JPG	      0		767	1081																			Unconsolidated	Sand	mud (fine sand)		82001015				21.1
59.JPG	      0		599	404																			Sponges	Erect forms			10000912				53.8
59.JPG	      0		898	76																			Unconsolidated	Sand	mud (fine sand)		82001015				83.1
59.JPG	      0		911	191																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				71.5
59.JPG	      0		850	370																			Hydroids				11001000				52.6
59.JPG	      0		832	63																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				84.0
59.JPG	      0		843	1386																			Hydroids				11001000				51.8
59.JPG	      0		1046	1465																			Unconsolidated	Sand	mud (fine sand)		82001015				64.3
59.JPG	      0		703	1328																			Unconsolidated	Sand	mud (fine sand)		82001015				47.2
59.JPG	      0		1003	398																			Unconsolidated	Sand	mud (fine sand)		82001015				53.2
59.JPG	      0		946	1068																			Unconsolidated	Sand	mud (fine sand)		82001015				23.3
59.JPG	      0		787	1856																			Invertebrate Complex	Complex 1							100.0
6.JPG	      0		822	405																			Unconsolidated	Sand	mud (fine sand)		82001015				32.6
6.JPG	      0		769	74																			Unconsolidated	Sand	mud (fine sand)		82001015				66.4
6.JPG	      0		896	92																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				65.4
6.JPG	      0		812	635																			Unconsolidated	Sand	mud (fine sand)		82001015				9.2
6.JPG	      0		848	1377																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				67.3
6.JPG	      0		1040	1665																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				100.0
6.JPG	      0		656	1442																			Unconsolidated	Sand	mud (fine sand)		82001015				75.1
6.JPG	      0		835	1261																			Unconsolidated	Sand	mud (fine sand)		82001015				55.4
6.JPG	      0		593	1051																			Unconsolidated	Sand	mud (fine sand)		82001015				39.3
6.JPG	      0		586	1082																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				42.4
6.JPG	      0		674	818																			Unconsolidated	Sand	mud (fine sand)		82001015				15.4
6.JPG	      0		635	43																			Unconsolidated	Sand	mud (fine sand)		82001015				71.3
6.JPG	      0		925	334																			Unconsolidated	Sand	mud (fine sand)		82001015				42.0
6.JPG	      0		570	330																			Unconsolidated	Sand	mud (fine sand)		82001015				46.0
6.JPG	      0		1064	1174																			Unconsolidated	Sand	mud (fine sand)		82001015				54.2
6.JPG	      0		835	467																			Unconsolidated	Sand	mud (fine sand)		82001015				26.5
6.JPG	      0		640	438																			Unconsolidated	Sand	mud (fine sand)		82001015				32.9
6.JPG	      0		834	836																			Unconsolidated	Sand	mud (fine sand)		82001015				12.6
6.JPG	      0		897	727																			Unconsolidated	Sand	mud (fine sand)		82001015				11.0
6.JPG	      0		864	186																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				55.5
60.JPG	      0		879	1152																			Unconsolidated	Sand	mud (fine sand)		82001015				19.4
60.JPG	      0		746	1489																			Unconsolidated	Sand	mud (fine sand)		82001015				55.4
60.JPG	      0		918	1186																			Unconsolidated	Sand	mud (fine sand)		82001015				24.8
60.JPG	      0		970	1304																			Unconsolidated	Sand	mud (fine sand)		82001015				39.1
60.JPG	      0		587	966																			Unknown								24.3
60.JPG	      0		573	126																			Unknown								99.4
60.JPG	      0		845	773																			Unconsolidated	Sand	mud (fine sand)		82001015				24.7
60.JPG	      0		937	783																			Unconsolidated	Sand	mud (fine sand)		82001015				27.5
60.JPG	      0		1043	149																			Unconsolidated	Sand	mud (fine sand)		82001015				97.2
60.JPG	      0		981	1161																			Unconsolidated	Sand	mud (fine sand)		82001015				27.0
60.JPG	      0		900	96																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
60.JPG	      0		548	1103																			Unknown								31.0
60.JPG	      0		1066	579																			Unconsolidated	Sand	mud (fine sand)		82001015				54.3
60.JPG	      0		789	1394																			Unconsolidated	Sand	mud (fine sand)		82001015				44.6
60.JPG	      0		751	1503																			Unconsolidated	Sand	mud (fine sand)		82001015				57.0
60.JPG	      0		669	1616																			Octocoral/Black	Unknown			11168901				70.8
60.JPG	      0		822	1029																			Unconsolidated	Sand	mud (fine sand)		82001015				4.5
60.JPG	      0		839	726																			Sponges	Erect forms			10000912				29.8
60.JPG	      0		649	1312																			Unconsolidated	Sand	mud (fine sand)		82001015				39.5
60.JPG	      0		585	1401																			Unconsolidated	Sand	mud (fine sand)		82001015				51.4
61.JPG	      0		1012	1317																			Unconsolidated	Sand	mud (fine sand)		82001015				46.0
61.JPG	      0		844	170																			Octocoral/Black	Branching (3D)			11168902				87.9
61.JPG	      0		950	1751																			Unconsolidated	Sand	mud (fine sand)		82001015				89.0
61.JPG	      0		580	480																			Unknown								58.4
61.JPG	      0		717	122																			Octocoral/Black	Branching (3D)			11168902				93.4
61.JPG	      0		547	862																			Unknown								29.6
61.JPG	      0		889	1804																			Unconsolidated	Sand	mud (fine sand)		82001015				93.8
61.JPG	      0		916	842																			Octocoral/Black	Branching (3D)			11168902				18.8
61.JPG	      0		759	735																			Unconsolidated	Sand	mud (fine sand)		82001015				25.4
61.JPG	      0		1018	291																			Unconsolidated	Sand	mud (fine sand)		82001015				78.2
61.JPG	      0		989	1844																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
61.JPG	      0		785	980																			Unconsolidated	Sand	mud (fine sand)		82001015				2.3
61.JPG	      0		559	1161																			Unknown								34.1
61.JPG	      0		860	157																			Octocoral/Black	Branching (3D)			11168902				89.4
61.JPG	      0		601	1111																			Unknown								27.1
61.JPG	      0		664	570																			Unknown								45.8
61.JPG	      0		547	1784																			Unknown								95.1
61.JPG	      0		940	1147																			Unconsolidated	Sand	mud (fine sand)		82001015				26.1
61.JPG	      0		783	1679																			Octocoral/Black	Whip			11168917				79.4
61.JPG	      0		938	430																			Hydroids				11001000				61.0
62.JPG	      0		669	1424																			Unconsolidated	Sand	mud (fine sand)		82001015				46.8
62.JPG	      0		547	1712																			Sponges	Massive forms			10000903				81.0
62.JPG	      0		588	649																			Unconsolidated	Sand	mud (fine sand)		82001015				44.9
62.JPG	      0		1030	1529																			Unconsolidated	Sand	mud (fine sand)		82001015				63.6
62.JPG	      0		642	1756																			Unconsolidated	Sand	mud (fine sand)		82001015				83.3
62.JPG	      0		1013	1887																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
62.JPG	      0		693	845																			Unconsolidated	Sand	mud (fine sand)		82001015				20.4
62.JPG	      0		698	1650																			Unconsolidated	Sand	mud (fine sand)		82001015				70.7
62.JPG	      0		1062	943																			Unconsolidated	Sand	mud (fine sand)		82001015				32.9
62.JPG	      0		709	165																			Unconsolidated	Sand	mud (fine sand)		82001015				93.7
62.JPG	      0		846	1339																			Unconsolidated	Sand	mud (fine sand)		82001015				36.9
62.JPG	      0		999	1179																			Unconsolidated	Sand	mud (fine sand)		82001015				31.0
62.JPG	      0		637	802																			Unconsolidated	Sand	mud (fine sand)		82001015				27.5
62.JPG	      0		841	194																			Unconsolidated	Sand	mud (fine sand)		82001015				90.5
62.JPG	      0		898	874																			Unconsolidated	Sand	mud (fine sand)		82001015				20.6
62.JPG	      0		898	1206																			Unconsolidated	Sand	mud (fine sand)		82001015				25.4
62.JPG	      0		876	220																			Unconsolidated	Sand	mud (fine sand)		82001015				88.1
62.JPG	      0		620	746																			Octocoral/Black	Branching (3D)			11168902				33.8
62.JPG	      0		583	646																			Unconsolidated	Sand	mud (fine sand)		82001015				45.4
62.JPG	      0		592	482																			Sponges	Hollow forms			10000909				61.7
63.JPG	      0		1025	1323																			Unconsolidated	Sand	mud (fine sand)		82001015				52.6
63.JPG	      0		969	1653																			Unconsolidated	Sand	mud (fine sand)		82001015				85.5
63.JPG	      0		598	354																			Unknown								63.3
63.JPG	      0		752	1139																			Unconsolidated	Sand	mud (fine sand)		82001015				29.1
63.JPG	      0		1027	1063																			Octocoral/Black	Whip			11168917				29.1
63.JPG	      0		981	496																			Unconsolidated	Sand	mud (fine sand)		82001015				45.5
63.JPG	      0		834	412																			Unconsolidated	Sand	mud (fine sand)		82001015				51.6
63.JPG	      0		740	360																			Unknown								58.1
63.JPG	      0		796	1710																			Unconsolidated	Sand	mud (fine sand)		82001015				90.4
63.JPG	      0		607	1173																			Octocoral/Black	Branching (3D)			11168902				39.9
63.JPG	      0		939	1059																			Octocoral/Black	Whip			11168917				22.5
63.JPG	      0		948	189																			Unconsolidated	Sand	mud (fine sand)		82001015				77.1
63.JPG	      0		895	1026																			Unconsolidated	Sand	mud (fine sand)		82001015				17.1
63.JPG	      0		966	328																			Unconsolidated	Sand	mud (fine sand)		82001015				62.6
63.JPG	      0		619	953																			Unknown								24.3
63.JPG	      0		1010	1781																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
63.JPG	      0		883	272																			Unconsolidated	Sand	mud (fine sand)		82001015				67.1
63.JPG	      0		703	1761																			Unconsolidated	Sand	mud (fine sand)		82001015				96.9
63.JPG	      0		541	559																			Unknown								47.6
63.JPG	      0		766	67																			Unknown								89.6
64.JPG	      0		799	1524																			Unconsolidated	Sand	mud (fine sand)		82001015				50.1
64.JPG	      0		698	1669																			Invertebrate Complex	Complex 1							66.1
64.JPG	      0		587	1717																			Unconsolidated	Sand	mud (fine sand)		82001015				73.4
64.JPG	      0		869	313																			Unconsolidated	Sand	mud (fine sand)		82001015				83.6
64.JPG	      0		617	1611																			Octocoral/Black	Fan (2D)			11168912				61.3
64.JPG	      0		547	1073																			Unknown								22.7
64.JPG	      0		705	1879																			Unconsolidated	Sand	mud (fine sand)		82001015				88.9
64.JPG	      0		926	879																			Unconsolidated	Sand	mud (fine sand)		82001015				28.0
64.JPG	      0		707	1815																			Unconsolidated	Sand	mud (fine sand)		82001015				81.9
64.JPG	      0		575	553																			Unconsolidated	Sand	mud (fine sand)		82001015				59.7
64.JPG	      0		552	652																			Unknown								50.7
64.JPG	      0		725	1811																			Unconsolidated	Sand	mud (fine sand)		82001015				81.4
64.JPG	      0		659	1607																			Octocoral/Black	Fan (2D)			11168912				60.0
64.JPG	      0		1068	210																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
64.JPG	      0		798	570																			Unconsolidated	Sand	mud (fine sand)		82001015				54.8
64.JPG	      0		929	414																			Unconsolidated	Sand	mud (fine sand)		82001015				74.1
64.JPG	      0		569	1537																			Octocoral/Black	Fan (2D)			11168912				55.2
64.JPG	      0		1061	753																			Unconsolidated	Sand	mud (fine sand)		82001015				48.1
64.JPG	      0		656	556																			Sponges	Small mixed			10000000				57.1
64.JPG	      0		1046	220																			Unconsolidated	Sand	mud (fine sand)		82001015				98.2
7.JPG	      0		542	1751																			Unknown								77.5
7.JPG	      0		1059	396																			Invertebrate Complex	Complex 1							88.0
7.JPG	      0		821	1377																			Unconsolidated	Sand	mud (fine sand)		82001015				28.2
7.JPG	      0		607	1691																			Unknown								68.3
7.JPG	      0		920	1850																			Sponges	Erect forms			10000912				83.0
7.JPG	      0		674	466																			Unconsolidated	Sand	mud (fine sand)		82001015				77.4
7.JPG	      0		872	370																			Unconsolidated	Sand	mud (fine sand)		82001015				86.7
7.JPG	      0		778	1125																			Unconsolidated	Sand	mud (fine sand)		82001015				4.5
7.JPG	      0		539	1020																			Unknown								34.2
7.JPG	      0		799	1459																			Unconsolidated	Sand	mud (fine sand)		82001015				37.6
7.JPG	      0		972	475																			Unconsolidated	Sand	mud (fine sand)		82001015				76.7
7.JPG	      0		1046	282																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
7.JPG	      0		898	1823																			Unconsolidated	Sand	mud (fine sand)		82001015				79.5
7.JPG	      0		812	1786																			Unconsolidated	Sand	mud (fine sand)		82001015				74.8
7.JPG	      0		1025	608																			Unconsolidated	Sand	mud (fine sand)		82001015				63.9
7.JPG	      0		733	1342																			Unconsolidated	Sand	mud (fine sand)		82001015				26.1
7.JPG	      0		674	1016																			Unconsolidated	Sand	mud (fine sand)		82001015				20.9
7.JPG	      0		567	1603																			Unknown								61.0
7.JPG	      0		1064	579																			Unconsolidated	Sand	mud (fine sand)		82001015				68.7
7.JPG	      0		952	1572																			Unconsolidated	Sand	mud (fine sand)		82001015				52.7
8.JPG	      0		653	778																			Unconsolidated	Sand	mud (fine sand)		82001015				25.4
8.JPG	      0		822	1375																			Unconsolidated	Sand	mud (fine sand)		82001015				45.1
8.JPG	      0		769	564																			Unconsolidated	Sand	mud (fine sand)		82001015				39.2
8.JPG	      0		1051	264																			Unconsolidated	Sand	mud (fine sand)		82001015				72.6
8.JPG	      0		798	585																			Unconsolidated	Sand	mud (fine sand)		82001015				36.6
8.JPG	      0		1070	1587																			Unconsolidated	Sand	mud (fine sand)		82001015				71.0
8.JPG	      0		936	1679																			Unconsolidated	Sand	mud (fine sand)		82001015				77.0
8.JPG	      0		900	294																			Unconsolidated	Sand	mud (fine sand)		82001015				66.5
8.JPG	      0		691	29																			Unknown								94.9
8.JPG	      0		1038	163																			Unconsolidated	Sand	mud (fine sand)		82001015				82.3
8.JPG	      0		636	1732																			Unconsolidated	Sand	mud (fine sand)		82001015				84.6
8.JPG	      0		698	22																			Unknown								95.5
8.JPG	      0		728	655																			Unconsolidated	Sand	mud (fine sand)		82001015				31.4
8.JPG	      0		1009	1511																			Unconsolidated	Sand	mud (fine sand)		82001015				61.6
8.JPG	      0		754	930																			Unconsolidated	Sand	mud (fine sand)		82001015				9.1
8.JPG	      0		630	1620																			Unconsolidated	Sand	mud (fine sand)		82001015				73.7
8.JPG	      0		730	1901																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
8.JPG	      0		1047	1135																			Unconsolidated	Sand	mud (fine sand)		82001015				29.4
8.JPG	      0		917	97																			Unconsolidated	Sand	mud (fine sand)		82001015				86.9
8.JPG	      0		964	1823																			Unconsolidated	Sand	mud (fine sand)		82001015				92.2
9.JPG	      0		640	1911																			Unconsolidated	Sand	mud (fine sand)		82001015				100.0
9.JPG	      0		663	1577																			Unconsolidated	Sand	mud (fine sand)		82001015				68.5
9.JPG	      0		767	1443																			Invertebrate Complex	Complex 1							55.2
9.JPG	      0		585	1449																			Unconsolidated	Sand	mud (fine sand)		82001015				58.2
9.JPG	      0		712	985																			Unconsolidated	Sand	mud (fine sand)		82001015				12.8
9.JPG	      0		791	135																			Unconsolidated	Sand	mud (fine sand)		82001015				68.2
9.JPG	      0		616	635																			Unconsolidated	Sand	mud (fine sand)		82001015				25.1
9.JPG	      0		899	469																			Unconsolidated	Sand	mud (fine sand)		82001015				38.9
9.JPG	      0		608	1247																			Unconsolidated	Sand	mud (fine sand)		82001015				39.5
9.JPG	      0		957	613																			Unconsolidated	Sand	mud (fine sand)		82001015				29.6
9.JPG	      0		710	159																			Unconsolidated	Sand	mud (fine sand)		82001015				66.1
9.JPG	      0		703	117																			Unconsolidated	Sand	mud (fine sand)		82001015				70.1
9.JPG	      0		754	302																			Unconsolidated	Sand	mud (fine sand)		82001015				52.5
9.JPG	      0		1059	144																			Unconsolidated	Sand	mud (fine sand)		82001015				73.0
9.JPG	      0		1051	1190																			Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				41.6
9.JPG	      0		688	1249																			Unconsolidated	Sand	mud (fine sand)		82001015				37.5
9.JPG	      0		566	538																			Unconsolidated	Sand	mud (fine sand)		82001015				35.3
9.JPG	      0		596	1199																			Unconsolidated	Sand	mud (fine sand)		82001015				35.7
9.JPG	      0		850	1779																			Unconsolidated	Sand	mud (fine sand)		82001015				87.2
9.JPG	      0		1008	20																			Unconsolidated	Sand	mud (fine sand)		82001015				82.4
